"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/The appointment has already been converted","api/","0","0","3","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Units of service must be a positive whole number","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-841 Timesheet Exception Migration Group 4: Authorizations & Scheduling/Amount exceeds maximum authorized","api/","0","0","5","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Service date is required","api/","0","0","3","0","0"
"","/timesheet/PRAC-1132 - The API endpoint for Edit and Convert timesheet is not allowing empty fee schedule id vlaue to be passed","events/{{event.id}}/to-convert","0","0","3","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - A fee schedule must be chosen","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Copay has a precision of 6 and scale of 2 (####.##)","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete","timesheets/-%@@@@","0","0","2","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/Provider is not in network with the client","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-1224 Timesheets API - Return Resource Name for Draft & Converted Timesheets","api/","0","0","3","0","0"
"","/timesheet/PRAC-1138 - Converted Timesheets - New Endpoint to POST Converted Timesheet","converted-timesheets/{{timesheet.id}}","0","0","2","0","0"
"","/timesheet/PRAC-841 Timesheet Exception Migration Group 4: Authorizations & Scheduling/Amount exceeds maximum authorized","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO/403 Copy","auth/credentials","0","0","1","0","0"
"","/timesheet/PRAC-841 Timesheet Exception Migration Group 4: Authorizations & Scheduling/There was no authorization or billing code setup with the selected appointment","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-961 -  Draft Timesheets API - GET Timesheet Exceptions By TimesheetId","auth/credentials","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - A fee schedule must be chosen","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","auth/credentials","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service code requires authorization","billing/service-codes/{{code.id}}","0","0","2","0","0"
"","/timesheet/PRAC-1224 Timesheets API - Return Resource Name for Draft & Converted Timesheets","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-1224 Timesheets API - Return Resource Name for Draft & Converted Timesheets","converted-timesheets/by-segment/{{timesheetSegment.id}}","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Payor does not have a fee schedule for the service code in the appointment, a fee schedule needs to selected at the time of conversion","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/account","account/reset/confirm","0","0","1","0","0"
"","/timesheet/PRAC-865 Prevent appointment deletion when a draft or timesheet have been created - API","timesheets","0","0","1","0","0"
"","/timesheet/PRAC-1165 - Timesheets - Converted Timesheet Does Not Require Fee Schedule Id ","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - A fee schedule must be chosen","billing/service-codes/{{code.id}}","0","0","2","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Time worked","converted-timesheets","0","0","1","0","0"
"","/timesheet/PRAC-1165 - Timesheets - Converted Timesheet Does Not Require Fee Schedule Id ","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-1177 - Warning text should be updated on validation Enum 146","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint/Billing > Timesheets > Allow Conversion Modification /The employee doesn't have permission","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Service date is required","converted-timesheets","0","0","1","0","0"
"","/timesheet/PRAC-1177 - Warning text should be updated on validation Enum 146 Copy","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/DraftTimesheet -> Access permissions. - ZSquash1/Password1!/364908","auth/credentials","0","0","1","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Units of service","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO/403 Copy","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/Authorization is not authorized for general use","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Place of service is required","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - End time must be greater than start time","api/","0","0","2","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Admin notes must be at least 140 characters","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/Authorization is not authorized for general use","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Admin notes must be at least 140 characters","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint/Billing > Timesheets > Allow Conversion Modification /The employee doesn't have permission","permissions/groups/{{groups.id}}/members","0","0","1","0","0"
"","/timesheet/PRAC-961 -  Draft Timesheets API - GET Timesheet Exceptions By TimesheetId","timesheets","0","0","1","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Time worked","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC- 804 Validation Service-Type of Service/Type of service on the appointment changed","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-1224 Timesheets API - Return Resource Name for Draft & Converted Timesheets","converted-timesheets/{{timesheet.id}}","0","0","1","0","0"
"","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","billing/service-codes/{{code.id}}","0","0","2","0","0"
"","/timesheet/PRAC-982 Unauthorized service-code requests returns 500 instead of 403","auth/credentials","0","0","2","0","0"
"","/abctemplate","abctemplate/{{abctemplate.id}}/copy","0","0","1","0","0"
"","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","converted-timesheets/by-segment/{{timesheetSegment.id}}","1","0","0","0","0"
"","/timesheet/PRAC-866  Validation Service - Segment Start/End Time Modification/Change Start/End Time ","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Service notes are required","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Client rates not setup","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Place of service is required","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Note Template Required","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service code requires schedule conversion","converted-timesheets","0","0","1","0","0"
"","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/Billing-> Access permissions - CGarcia6/Password1!/290681","auth/credentials","0","0","1","0","0"
"","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete/403","events/{{event.id}}/to-convert","0","0","1","0","0"
"","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","auth/credentials","0","0","1","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Service date is required","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Place of service is required","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service code requires schedule conversion","api/","0","0","2","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service code requires schedule conversion","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","auth/credentials","0","0","1","0","0"
"","/timesheet/PRAC-865 Prevent appointment deletion when a draft or timesheet have been created - API","api/","0","0","2","0","0"
"","/timesheet/PRAC-866  Validation Service - Segment Start/End Time Modification/Service Lines - Copay has a precision of 6 and scale of 2 (####.##)","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/abctemplate","abctemplate/{{copyed_abctemplate.id}}","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted Copy","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-1138 - Converted Timesheets - New Endpoint to POST Converted Timesheet","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Client rates not setup","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Notes - Fields are required","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","timesheets/convert-draft/{{draft.id}}/-%@@@@","0","0","1","0","0"
"","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete","timesheets/5525423564","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted Copy","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Deleted service code","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-867  Validation Service - Service Address Change/Change Start/End Time ","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/account","account/activate","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Deleted service code","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Restrict Early Timesheet Conversion","converted-timesheets","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Payor does not have a fee schedule for the service code in the appointment, a fee schedule needs to selected at the time of conversion","billing/service-codes","0","0","1","0","0"
"","/account","account/reset","0","0","1","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - End time must be greater than start time","converted-timesheets","0","0","1","0","0"
"","/abctemplate","abctemplate/{{copyed_abctemplate.id}}/column/{{new_coulmn.id}}","0","0","1","0","0"
"","/timesheet/PRAC-982 Unauthorized service-code requests returns 500 instead of 403","billing/service-codes/{{service-codes.Id}}/restore","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Service notes are required","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/abctemplate","abctemplate/{{abctemplate.id}}","0","0","1","0","0"
"","/timesheet/PRAC- 804 Validation Service-Type of Service/Type of service on the appointment changed","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-841 Timesheet Exception Migration Group 4: Authorizations & Scheduling/There was no authorization or billing code setup with the selected appointment","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO/403 Copy","timesheets","0","0","1","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Units of service must be a positive whole number","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-865 Prevent appointment deletion when a draft or timesheet have been created - API","events/{{event.id}}/to-convert","0","0","1","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Units of service must be a positive whole number","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - End time must be greater than start time","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Service notes must be at least 140 characters","billing/service-codes","0","0","1","0","0"
"","/timesheet/PRAC-841 Timesheet Exception Migration Group 4: Authorizations & Scheduling/The appointment duration is longer","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
"","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - End time must be greater than start time","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","timesheets/{{timesheet.id}}","0","0","1","0","0"
"","/timesheet/PRAC-982 Unauthorized service-code requests returns 500 instead of 403","billing/service-codes","0","0","2","0","0"
"","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Notes - Fields are required","billing/service-codes/{{code.id}}","0","0","1","0","0"
"","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/Provider is not in network with the client","timesheets/convert-appointment/{{event.id}}","0","0","1","0","0"
